player,age,dob,height_cm,club,rating
L. Perrin,33,07/08/1985,181,AS Saint-Étienne,80
B. Foster,36,03/04/1983,193,Watford,80
T. Heaton,33,15/04/1986,187,Aston Villa,80
S. Mandanda,34,28/03/1985,185,Olympique de Marseille,80
Charles,35,04/04/1984,179,SD Eibar,80
S. Radu,32,22/10/1986,183,Lazio,80
D. Rose,28,02/07/1990,174,Tottenham Hotspur,80
E. Lamela,27,04/03/1992,184,Tottenham Hotspur,80
Raúl García,32,11/07/1986,184,Athletic Club de Bilbao,80
Naldo,36,10/09/1982,198,AS Monaco,80
D. Wass,30,31/05/1989,181,Valencia CF,80
S. Romero,32,22/02/1987,192,Manchester United,80
Pedro León,32,24/11/1986,183,SD Eibar,80
I. Piatti,34,04/02/1985,180,Montreal Impact,80
D. Ospina,30,31/08/1988,183,Napoli,80
M. Díaz,32,30/12/1986,166,Racing Club,80
M. Valbuena,34,28/09/1984,165,Olympiacos CFP,80
L. Bender,30,27/04/1989,185,Bayer 04 Leverkusen,80
S. Bender,30,27/04/1989,186,Bayer 04 Leverkusen,80
E. Capoue,30,11/07/1988,190,Watford,80
Antunes,32,01/04/1987,176,Getafe CF,80
R. Fährmann,30,27/09/1988,197,Norwich City,80
F. Fazio,32,17/03/1987,195,Roma,80
M. Hasebe,35,18/01/1984,180,Eintracht Frankfurt,80
Sidnei,29,23/08/1989,185,Real Betis,80
D. Perotti,30,26/07/1988,179,Roma,80
L. Pratto,31,04/06/1988,187,River Plate,80
S. Feghouli,29,26/12/1989,176,Galatasaray SK,80
K. Trippier,28,19/09/1990,173,Atlético Madrid,80
M. Musacchio,28,26/08/1990,180,Milan,80
Y. M'Vila,29,29/06/1990,182,AS Saint-Étienne,80
L. Stindl,30,26/08/1988,181,Borussia Mönchengladbach,80
F. Smolov,29,09/02/1990,187,Lokomotiv Moscow,80
S. Nzonzi,30,15/12/1988,196,Galatasaray SK,80
F. Coquelin,28,13/05/1991,177,Valencia CF,80
Hulk,32,25/07/1986,179,Shanghai SIPG FC,80
K. Strootman,29,13/02/1990,186,Olympique de Marseille,80
C. Smalling,29,22/11/1989,194,Manchester United,80
K. Glik,31,03/02/1988,190,AS Monaco,80
E. Salvio,28,13/07/1990,172,Boca Juniors,80
D. Subašić,34,27/10/1984,191,AS Monaco,80
K. Vogt,27,23/09/1991,194,TSG 1899 Hoffenheim,80
R. Pereyra,28,07/01/1991,182,Watford,80
Y. Belhanda,29,25/02/1990,179,Galatasaray SK,80
Sergi Enrich,29,26/02/1990,181,SD Eibar,80
D. Lovren,29,05/07/1989,188,Liverpool,80
S. Verdi,26,12/07/1992,171,Napoli,80
L. Muriel,28,16/04/1991,179,Atalanta,80
D. Vida,30,29/04/1989,184,Beşiktaş JK,80
Ibai Gómez,29,11/11/1989,177,Athletic Club de Bilbao,80
S. Berghuis,27,19/12/1991,182,Feyenoord,80
Cristian Tello,27,19/08/1991,178,Real Betis,80
Ismaily,29,11/01/1990,177,Shakhtar Donetsk,80
F. Ghoulam,28,01/02/1991,184,Napoli,80
S. Sané,28,25/08/1990,196,FC Schalke 04,80
S. Zaza,28,25/06/1991,186,Torino,80
S. Vrsaljko,27,10/01/1992,181,Atlético Madrid,80
Pozuelo,27,20/09/1991,170,Toronto FC,80
R. Jiménez,28,05/05/1991,188,Wolverhampton Wanderers,80
Bernard,26,08/09/1992,164,Everton,80
T. Stepanenko,29,08/08/1989,181,Shakhtar Donetsk,80
F. Armani,32,16/10/1986,189,River Plate,80
I. Marcone,29,03/06/1990,183,Boca Juniors,80
Jony,27,09/07/1991,179,Lazio,80
Mata,30,24/10/1988,185,Getafe CF,80
M. Marega,28,14/04/1991,186,FC Porto,80
Everton Andrão,35,29/02/1984,177,Fluminense,80
Welington Dano,31,29/02/1988,178,Cruzeiro,80
J. Serendero,31,29/02/1988,190,Uruguay,80
M. Baldona,35,29/02/1984,177,Uruguay,80
M. Nérez,31,29/02/1988,178,Uruguay,80
Vinícius Jr.,18,12/07/2000,176,Real Madrid,79
R. Bentancur,22,25/06/1997,187,Juventus,79
Lucas Paquetá,21,27/08/1997,180,Milan,79
A. Wan-Bissaka,21,26/11/1997,183,Manchester United,79
A. Lafont,20,23/01/1999,193,FC Nantes,79
I. Konaté,20,25/05/1999,192,RB Leipzig,79
Merino,23,22/06/1996,186,Real Sociedad,79
S. Berge,21,18/02/1998,195,KRC Genk,79
L. Pellegrini,23,19/06/1996,186,Roma,79
F. Chiesa,21,25/10/1997,175,Fiorentina,79
Dani Olmo,21,07/05/1998,179,Dinamo Zagreb,79
R. Zobnin,25,11/02/1994,182,Spartak Moscow,79
A. Saint-Maximin,22,12/03/1997,173,Newcastle United,79
C. Pavón,23,21/01/1996,174,LA Galaxy,79
T. Kehrer,22,21/09/1996,186,Paris Saint-Germain,79
C. Pulisic,20,18/09/1998,177,Chelsea,79
F. Kessié,22,19/12/1996,183,Milan,79
A. Hakimi,20,04/11/1998,181,Borussia Dortmund,79
D. Samassékou,23,11/01/1996,177,TSG 1899 Hoffenheim,79
Marc Roca,22,26/11/1996,184,RCD Espanyol,79
D. Zagadou,20,03/06/1999,196,Borussia Dortmund,79
V. Tsygankov,21,15/11/1997,177,Dynamo Kyiv,79
De Tomás,24,17/10/1994,180,SL Benfica,79
R. Loftus-Cheek,23,23/01/1996,191,Chelsea,79
S. Lobotka,24,25/11/1994,170,RC Celta,79
J. Denayer,24,28/06/1995,184,Olympique Lyonnais,79
L. Klostermann,23,03/06/1996,189,RB Leipzig,79
A. Golovin,23,30/05/1996,180,AS Monaco,79
A. Diallo,23,04/05/1996,186,Paris Saint-Germain,79
B. Pavard,23,28/03/1996,186,FC Bayern München,79
M. Rashica,23,28/06/1996,177,SV Werder Bremen,79
B. Chilwell,22,21/12/1996,178,Leicester City,79
Wesley,22,26/11/1996,191,Aston Villa,79
T. Souček,24,27/02/1995,192,SK Slavia Praha,79
Junior Firpo,22,22/08/1996,184,FC Barcelona,79
J. Ward-Prowse,24,01/11/1994,173,Southampton,79
A. Januzaj,24,05/02/1995,186,Real Sociedad,79
Otávio,24,09/02/1995,172,FC Porto,79
N. Stark,24,14/04/1995,190,Hertha BSC,79
A. Iwobi,23,03/05/1996,185,Everton,79
J. Gbamin,23,25/09/1995,186,Everton,79
Munir,23,01/09/1995,175,Sevilla FC,79
Angeliño,22,04/01/1997,175,Manchester City,79
J. Maddison,22,23/11/1996,175,Leicester City,79
André Silva,23,06/11/1995,185,Milan,79
Richarlison,22,10/05/1997,181,Everton,79
S. Nakajima,24,23/08/1994,164,FC Porto,79
Raphinha,22,14/12/1996,176,Sporting CP,79
E. Dier,25,15/01/1994,190,Tottenham Hotspur,79
L. Trossard,24,04/12/1994,172,Brighton & Hove Albion,79
Jonny,25,03/03/1994,170,Wolverhampton Wanderers,79
M. Sanson,24,18/08/1994,180,Olympique de Marseille,79
J. Lerma,24,25/10/1994,179,Bournemouth,79
L. Dubois,24,14/09/1994,178,Olympique Lyonnais,79
F. Grillitsch,23,07/08/1995,187,TSG 1899 Hoffenheim,79
L. Cabrera,27,06/09/1991,187,Getafe CF,79
R. Barkley,25,05/12/1993,185,Chelsea,79
J. Murillo,27,27/05/1992,182,Sampdoria,79
J. Tarkowski,26,19/11/1992,192,Burnley,79
L. Karius,26,22/06/1993,189,Beşiktaş JK,79
N. Pope,27,19/04/1992,200,Burnley,79
J. Brooks,26,28/01/1993,193,VfL Wolfsburg,79
M. Batshuayi,25,02/10/1993,185,Chelsea,79
M. Arnold,25,27/05/1994,184,VfL Wolfsburg,79
S. Kolašinac,26,20/06/1993,183,Arsenal,79
F. Schär,27,20/12/1991,188,Newcastle United,79
Ricardo Horta,24,15/09/1994,173,SC Braga,79
L. Alario,26,08/10/1992,184,Bayer 04 Leverkusen,79
Mariano,25,01/08/1993,180,Real Madrid,79
R. Aguilar,26,26/04/1993,172,AS Monaco,79
F. Balbuena,27,23/08/1991,188,West Ham United,79
S. Mustafi,27,17/04/1992,184,Arsenal,79
G. Pezzella,28,27/06/1991,186,Fiorentina,79
D. da Costa,25,13/07/1993,187,Eintracht Frankfurt,79
W. Boly,28,03/02/1991,195,Wolverhampton Wanderers,79
B. Davies,26,24/04/1993,182,Tottenham Hotspur,79
Fred,26,05/03/1993,169,Manchester United,79
M. Samatta,26,13/12/1992,183,KRC Genk,79
Diego Carlos,26,15/03/1993,186,Sevilla FC,79
K. Toko-Ekambi,26,14/09/1992,185,Villarreal CF,79
A. Lunev,27,13/11/1991,189,Russia,79
R. Malinovskyi,26,04/05/1993,181,Atalanta,79
M. Sakho,29,13/02/1990,187,Crystal Palace,79
J. King,27,15/01/1992,184,Bournemouth,79
H. Seferović,27,22/02/1992,189,SL Benfica,79
Laguardia,29,05/11/1989,185,Deportivo Alavés,79
P. Jones,27,21/02/1992,185,Manchester United,79
S. Aurier,26,24/12/1992,176,Tottenham Hotspur,79
L. Spinazzola,26,25/03/1993,186,Roma,79
K. Lala,27,03/10/1991,178,RC Strasbourg Alsace,79
S. Arias,27,13/01/1992,178,Atlético Madrid,79
D. Baselli,27,12/03/1992,182,Torino,79
T. Savanier,27,22/12/1991,171,Montpellier HSC,79
Leo Baptistao,26,26/08/1992,181,Wuhan Zall,79
J. Veltman,27,15/01/1992,184,Ajax,79
D. Zappacosta,27,11/06/1992,182,Chelsea,79
Wu Lei,27,19/11/1991,174,RCD Espanyol,79
David Villa,37,03/12/1981,175,Vissel Kobe,79
B. Yılmaz,33,15/07/1985,188,Beşiktaş JK,79
A. Mirante,35,08/07/1983,193,Roma,79
S. Kalou,33,05/08/1985,185,Hertha BSC,79
Dante,35,18/10/1983,188,OGC Nice,79
M. Debuchy,33,28/07/1985,176,AS Saint-Étienne,79
E. Lavezzi,34,03/05/1985,173,Hebei China Fortune FC,79
Borja Valero,34,12/01/1985,175,Inter,79
M. Škrtel,34,15/12/1984,191,Atalanta,79
J. Evans,31,03/01/1988,188,Leicester City,79
D. Valeri,33,01/05/1986,178,Portland Timbers,79
N. Moisander,33,29/09/1985,183,SV Werder Bremen,79
D. Criscito,32,30/12/1986,183,Genoa,79
A. Candreva,32,28/02/1987,180,Inter,79
Marcano,32,23/06/1987,189,FC Porto,79
K. Boateng,32,06/03/1987,185,Fiorentina,79
A. Fernández,33,10/04/1986,177,Beijing Renhe FC,79
N. Guzmán,33,10/02/1986,193,Tigres U.A.N.L.,79
Nacho Monreal,33,26/02/1986,180,Arsenal,79
Ángel,32,26/04/1987,172,Getafe CF,79
Granero,31,02/07/1987,180,RCD Espanyol,79
Éder,32,15/11/1986,179,Jiangsu Suning FC,79
R. Vormer,31,11/05/1988,178,Club Brugge KV,79
S. Coleman,30,11/10/1988,177,Everton,79
A. Lallana,31,10/05/1988,178,Liverpool,79
A. Modeste,31,14/04/1988,187,1. FC Köln,79
M. Gradel,31,30/11/1987,177,Toulouse Football Club,79
Yuri Berchiche,29,10/02/1990,180,Athletic Club de Bilbao,79
Mariano,33,23/06/1986,177,Galatasaray SK,79
O. Toprak,29,21/07/1989,186,SV Werder Bremen,79
N. Kalinić,31,05/01/1988,187,Atlético Madrid,79
C. Stuani,32,12/10/1986,186,Girona FC,79
S. Ulreich,30,03/08/1988,192,FC Bayern München,79
K. Asamoah,30,09/12/1988,173,Inter,79
Alex Teixeira,29,06/01/1990,174,Jiangsu Suning FC,79
S. Lulić,33,18/01/1986,183,Lazio,79
S. Rondón,29,16/09/1989,186,Dalian YiFang FC,79
S. Kagawa,30,17/03/1989,175,Real Zaragoza,79
J. Wilshere,27,01/01/1992,172,West Ham United,79
Guaita,32,10/01/1987,190,Crystal Palace,79
Cote,29,05/09/1989,182,SD Eibar,79
Iago Falqué,29,04/01/1990,174,Torino,79
J. Pastore,30,20/06/1989,187,Roma,79
Maicon,30,14/09/1988,191,Al Nassr,79
F. Orellana,33,27/01/1986,171,SD Eibar,79
Elkeson,29,13/07/1989,180,Guangzhou Evergrande Taobao FC,79
Kike García,29,25/11/1989,186,SD Eibar,79
Escudero,29,02/09/1989,176,Sevilla FC,79
Mario Gaspar,28,24/11/1990,182,Villarreal CF,79
Herrerín,31,25/01/1988,187,Athletic Club de Bilbao,79
Víctor Ruiz,30,25/01/1989,185,Beşiktaş JK,79
I. Belfodil,27,12/01/1992,191,TSG 1899 Hoffenheim,79
A. Yarmolenko,29,23/10/1989,190,West Ham United,79
W. Khazri,28,08/02/1991,176,AS Saint-Étienne,79
E. Pérez,33,22/02/1986,178,River Plate,79
D. Caligiuri,31,15/01/1988,182,FC Schalke 04,79
Danilo,27,15/07/1991,184,Juventus,79
N. Pallois,31,19/09/1987,189,FC Nantes,79
Vitolo,29,02/11/1989,185,Atlético Madrid,79
M. Badelj,30,25/02/1989,186,Fiorentina,79
C. Tătărușanu,33,09/02/1986,196,Olympique Lyonnais,79
Zé Luís,28,24/01/1991,184,FC Porto,79
D. Suárez,31,27/04/1988,173,Getafe CF,79
Roque Mesa,30,07/06/1989,171,CD Leganés,79
Mário Rui,28,27/05/1991,170,Napoli,79
T. Inui,31,02/06/1988,169,SD Eibar,79
D. Cheryshev,28,26/12/1990,179,Valencia CF,79
C. Bacca,32,08/09/1986,181,Villarreal CF,79
A. Samaris,30,13/06/1989,189,SL Benfica,79
J. Hector,29,27/05/1990,185,1. FC Köln,79
Rubén Peña,27,18/07/1991,170,Villarreal CF,79
A. Hamdallah,28,17/12/1990,182,Al Nassr,79
D. Benedetto,29,17/05/1990,177,Olympique de Marseille,79
L. Sigali,32,29/05/1987,181,Racing Club,79
Raúl,29,04/11/1989,187,SC Braga,79
Petros,30,29/05/1989,181,Al Nassr,79
Dyego Sousa,29,14/09/1989,190,Shenzhen FC,79
Soares,28,17/01/1991,187,FC Porto,79
Rubén Alcaraz,28,01/05/1991,183,Real Valladolid CF,79
Maikel Catarino,35,29/02/1984,177,Atlético Mineiro,79
Antônio Chiamuloira,31,29/02/1988,182,Internacional,79
Melvin Parrela,31,29/02/1988,188,CSA - AL,79
Gabri Prestão,27,29/02/1992,186,Internacional,79
Luimo Boas Santos,31,29/02/1988,176,Santos,79
D. Lenzado,31,29/02/1988,182,Uruguay,79
E. Riquero,31,29/02/1988,175,Uruguay,79
L. Sáreda,27,29/02/1992,186,Uruguay,79
E. Aguerro,31,29/02/1988,176,Uruguay,79
A. Meret,22,22/03/1997,190,Napoli,78
I. Sarr,21,25/02/1998,185,Watford,78
D. Rice,20,14/01/1999,185,West Ham United,78
F. Neuhaus,22,16/03/1997,183,Borussia Mönchengladbach,78
M. Zaracho,21,03/03/1998,171,Racing Club,78
Ferro,22,26/03/1997,192,SL Benfica,78
J. Andersen,23,31/05/1996,192,Olympique Lyonnais,78
D. Zakaria,22,20/11/1996,191,Borussia Mönchengladbach,78
I. Diop,22,09/01/1997,194,West Ham United,78
H. Onyekuru,22,05/06/1997,175,AS Monaco,78
J. Ikoné,21,02/05/1998,175,LOSC Lille,78
C. Ünder,21,14/07/1997,173,Roma,78
M. Ødegaard,20,17/12/1998,178,Real Sociedad,78
J. Bamba,23,26/03/1996,175,LOSC Lille,78
N. Amiri,22,27/10/1996,180,Bayer 04 Leverkusen,78
O. Zinchenko,22,15/12/1996,175,Manchester City,78
J. Mateta,22,28/06/1997,192,1. FSV Mainz 05,78
O. Yokuşlu,25,09/03/1994,190,RC Celta,78
B. Cristante,24,03/03/1995,186,Roma,78
L. Dendoncker,24,15/04/1995,189,Wolverhampton Wanderers,78
M. Dahoud,23,01/01/1996,178,Borussia Dortmund,78
N. Elvedi,22,30/09/1996,189,Borussia Mönchengladbach,78
Joelinton,22,14/08/1996,186,Newcastle United,78
Daniel Podence,23,21/10/1995,163,Olympiacos CFP,78
G. Dzhikiya,25,21/11/1993,188,Spartak Moscow,78
Aarón Martín,22,22/04/1997,178,1. FSV Mainz 05,78
E. Bardhi,23,02/07/1995,172,Levante UD,78
N. Maksimović,24,26/01/1995,189,Getafe CF,78
Calero,23,14/09/1995,183,RCD Espanyol,78
J. Butland,26,10/03/1993,196,Stoke City,78
Óliver Torres,24,10/11/1994,175,Sevilla FC,78
G. Laborde,25,03/05/1994,181,Montpellier HSC,78
R. De Paul,25,24/05/1994,178,Udinese,78
D. Selke,24,20/01/1995,194,Hertha BSC,78
M. Lemina,25,01/09/1993,184,Southampton,78
D. Origi,24,18/04/1995,188,Liverpool,78
E. Pulgar,25,15/01/1994,187,Fiorentina,78
A. Miranchuk,23,17/10/1995,182,Lokomotiv Moscow,78
W. Barrios,25,16/10/1993,179,Colombia,78
J. Musso,25,06/05/1994,191,Udinese,78
Rúben Vezo,25,25/04/1994,183,Levante UD,78
B. Santamaria,24,09/03/1995,183,Angers SCO,78
Y. Mina,24,23/09/1994,195,Everton,78
Joan Jordán,24,06/07/1994,184,Sevilla FC,78
L. Tousart,22,29/04/1997,185,Olympique Lyonnais,78
Y. Yazıcı,22,29/01/1997,183,LOSC Lille,78
M. Gregoritsch,25,18/04/1994,193,FC Augsburg,78
J. Lascelles,25,11/11/1993,188,Newcastle United,78
T. Vilhena,24,03/01/1995,175,Netherlands,78
Denis Suárez,25,06/01/1994,176,RC Celta,78
K. Rekik,24,02/12/1994,186,Hertha BSC,78
B. Traoré,23,06/09/1995,181,Olympique Lyonnais,78
I. Amadou,26,06/04/1993,184,Norwich City,78
M. Meyer,23,18/09/1995,173,Crystal Palace,78
José Sá,26,17/01/1993,192,Olympiacos CFP,78
A. Selikhov,25,07/04/1994,188,Spartak Moscow,78
A. Mitrović,24,16/09/1994,187,Fulham,78
G. Maripán,25,06/05/1994,193,Deportivo Alavés,78
E. Skhiri,24,10/05/1995,185,1. FC Köln,78
D. Dumfries,23,18/04/1996,188,PSV,78
Bruno Viana,24,05/02/1995,187,SC Braga,78
M. Sels,27,26/02/1992,190,RC Strasbourg Alsace,78
A. Soumaoro,27,18/06/1992,187,LOSC Lille,78
J. Veretout,26,01/03/1993,176,Roma,78
V. Fischer,25,09/06/1994,180,FC København,78
S. Meïté,25,17/03/1994,187,Torino,78
J. Boëtius,25,22/03/1994,178,1. FSV Mainz 05,78
D. Berardi,24,01/08/1994,183,Sassuolo,78
R. Gagliardini,25,07/04/1994,190,Inter,78
R. Saravia,26,16/06/1993,176,FC Porto,78
Ayoze Pérez,25,29/07/1993,178,Leicester City,78
H. Hateboer,25,09/01/1994,187,Atalanta,78
B. Verbič,25,27/11/1993,179,Dynamo Kyiv,78
G. Martínez,26,13/06/1993,172,Atlanta United,78
Rafael Tolói,28,10/10/1990,185,Atalanta,78
S. Duffy,27,01/01/1992,193,Brighton & Hove Albion,78
F. Lejeune,28,20/05/1991,189,Newcastle United,78
L. Dunk,27,21/11/1991,192,Brighton & Hove Albion,78
Pedro Mendes,28,01/10/1990,186,Montpellier HSC,78
Fernando,27,03/03/1992,175,Beijing Sinobo Guoan FC,78
K. Fortounis,26,16/10/1992,180,Olympiacos CFP,78
C. Hérelle,26,22/08/1992,188,OGC Nice,78
Omar Mascarell,26,02/02/1993,181,FC Schalke 04,78
Bruma,24,24/10/1994,173,PSV,78
S. Deli,27,27/10/1991,192,Club Brugge KV,78
M. Ngadeu,28,23/11/1990,190,KAA Gent,78
V. Wanyama,28,25/06/1991,184,Tottenham Hotspur,78
C. Kabasele,28,24/02/1991,188,Watford,78
A. Delort,27,09/10/1991,181,Montpellier HSC,78
Joel Robles,29,17/06/1990,195,Real Betis,78
Sérgio Oliveira,27,02/06/1992,181,FC Porto,78
V. Aboubakar,27,22/01/1992,184,FC Porto,78
M. Uth,27,24/08/1991,185,FC Schalke 04,78
M. Doherty,27,16/01/1992,182,Wolverhampton Wanderers,78
David López,29,09/10/1989,183,RCD Espanyol,78
R. Freuler,27,15/04/1992,181,Atalanta,78
D. Demme,27,21/11/1991,170,RB Leipzig,78
A. Schwolow,27,02/06/1992,190,SC Freiburg,78
J. Vestergaard,26,03/08/1992,199,Southampton,78
F. Mollet,27,19/11/1991,170,Montpellier HSC,78
J. Hofmann,26,14/07/1992,176,Borussia Mönchengladbach,78
V. Grifo,26,07/04/1993,180,TSG 1899 Hoffenheim,78
F. Tait,26,02/02/1993,175,Stade Rennais FC,78
D. Laxalt,26,07/02/1993,178,Milan,78
N. Maksimović,27,25/11/1991,193,Napoli,78
Capa,27,08/02/1992,175,Athletic Club de Bilbao,78
Bastos,27,23/11/1991,180,Lazio,78
M. Diagne,27,28/10/1991,191,Galatasaray SK,78
G. Ochoa,33,13/07/1985,185,Club América,78
C. Tévez,35,05/02/1984,171,Boca Juniors,78
J. Sosa,34,19/06/1985,179,Trabzonspor,78
Raffael,34,28/03/1985,174,Borussia Mönchengladbach,78
Andrés Fernández,32,16/12/1986,187,Villarreal CF,78
J. Pinola,36,24/02/1983,180,River Plate,78
M. Zárate,32,18/03/1987,175,Boca Juniors,78
Hilton,41,13/09/1977,180,Montpellier HSC,78
G. Hoarau,35,05/03/1984,192,BSC Young Boys,78
A. Granqvist,34,16/04/1985,192,Helsingborgs IF,78
R. Babel,32,19/12/1986,185,Galatasaray SK,78
T. Vermaelen,33,14/11/1985,183,Vissel Kobe,78
D. Abraham,32,15/07/1986,188,Eintracht Frankfurt,78
S. Nasri,32,26/06/1987,175,RSC Anderlecht,78
I. Khune,32,20/06/1987,181,Kaizer Chiefs,78
A. Masiello,33,05/02/1986,184,Atalanta,78
R. Bertrand,29,05/08/1989,179,Southampton,78
J. dos Santos,29,26/04/1990,172,LA Galaxy,78
Gervinho,32,27/05/1987,179,Parma,78
N. Şahin,30,05/09/1988,180,SV Werder Bremen,78
S. Defour,31,15/04/1988,175,Burnley,78
K. Mirallas,31,05/10/1987,182,Everton,78
Manu García,33,26/04/1986,182,Deportivo Alavés,78
Coke,32,26/04/1987,177,Levante UD,78
V. Moses,28,12/12/1990,177,Fenerbahçe SK,78
C. Ansaldi,32,20/09/1986,181,Torino,78
S. Mignolet,31,06/03/1988,193,Club Brugge KV,78
H. Moreno,31,17/01/1988,183,Mexico,78
J. Tomkins,30,29/03/1989,192,Crystal Palace,78
F. Caicedo,30,05/09/1988,183,Lazio,78
V. Birsa,32,07/08/1986,184,Cagliari,78
D. Mbokani,33,22/11/1985,185,Royal Antwerp FC,78
C. Zapata,32,30/09/1986,186,Genoa,78
J. Hernández,31,01/06/1988,175,West Ham United,78
P. Diop,33,19/03/1986,179,SD Eibar,78
M. Sulejmani,30,05/12/1988,179,BSC Young Boys,78
D. Da Silva,31,17/05/1988,184,Stade Rennais FC,78
Marcelo,32,20/05/1987,191,Olympique Lyonnais,78
Guilherme,33,12/12/1985,195,Lokomotiv Moscow,78
S. Jovetić,29,02/11/1989,183,AS Monaco,78
M. Cáceres,32,07/04/1987,180,Lazio,78
J. Holebas,35,27/06/1984,185,Watford,78
N. Amrabat,32,31/03/1987,180,Al Nassr,78
T. Deeney,31,29/06/1988,183,Watford,78
L. Fejsa,30,14/08/1988,184,SL Benfica,78
D. Schwaab,30,23/08/1988,186,PSV,78
O. Karnezis,33,11/07/1985,190,Napoli,78
N. Petersen,30,06/12/1988,188,SC Freiburg,78
P. Piatti,30,31/03/1989,163,RCD Espanyol,78
S. Wagner,31,29/11/1987,194,Tianjin TEDA FC,78
Bruno,35,12/06/1984,184,Villarreal CF,78
Adrien Silva,30,15/03/1989,175,Leicester City,78
Mikel San José,30,30/05/1989,187,Athletic Club de Bilbao,78
D. Welbeck,28,26/11/1990,185,Watford,78
R. Zieler,30,12/02/1989,188,Hannover 96,78
A. Barnes,29,30/10/1989,186,Burnley,78
A. Dzyuba,30,22/08/1988,196,Russia,78
C. Grenier,28,07/01/1991,186,Stade Rennais FC,78
Camacho,29,04/05/1990,183,VfL Wolfsburg,78
Rafael Carioca,30,18/06/1989,179,Tigres U.A.N.L.,78
Alan Carvalho,29,10/07/1989,184,Tianjin Quanjian FC,78
R. Boudebouz,29,19/02/1990,177,AS Saint-Étienne,78
A. Mehmedi,28,16/03/1991,183,VfL Wolfsburg,78
Daniel Carriço,30,04/08/1988,180,Sevilla FC,78
S. Rudy,29,28/02/1990,179,TSG 1899 Hoffenheim,78
Souza,30,11/02/1989,188,Al Ahli,78
B. Hübner,29,04/07/1989,193,TSG 1899 Hoffenheim,78
Iborra,31,16/01/1988,190,Villarreal CF,78
J. Baumgartlinger,31,02/01/1988,184,Bayer 04 Leverkusen,78
Rafael,28,09/07/1990,172,Olympique Lyonnais,78
B. Mee,29,23/09/1989,183,Burnley,78
De Marcos,30,14/04/1989,182,Athletic Club de Bilbao,78
M. Hitz,31,18/09/1987,194,Borussia Dortmund,78
N. Clyne,28,05/04/1991,175,Liverpool,78
B. André,28,03/08/1990,180,LOSC Lille,78
M. Antonio,29,28/03/1990,178,West Ham United,78
P. Groß,28,15/06/1991,181,Brighton & Hove Albion,78
J. Guðmundsson,28,27/10/1990,179,Burnley,78
D. Ginczek,28,13/04/1991,190,VfL Wolfsburg,78
S. Cook,28,19/04/1991,185,Bournemouth,78
Jaume Costa,31,18/03/1988,171,Valencia CF,78
R. Soriano,28,08/02/1991,182,Bologna,78
G. Medel,31,03/08/1987,171,Beşiktaş JK,78
D. Didavi,29,21/02/1990,180,VfB Stuttgart,78
Hugo Mallo,28,22/06/1991,173,RC Celta,78
A. Townsend,27,16/07/1991,178,Crystal Palace,78
T. Cairney,28,20/01/1991,186,Fulham,78
A. Finnbogason,30,01/02/1989,184,FC Augsburg,78
N. Lodeiro,30,21/03/1989,170,Seattle Sounders FC,78
G. Krychowiak,29,29/01/1990,186,Lokomotiv Moscow,78
B. Stambouli,28,13/08/1990,180,FC Schalke 04,78
K. Malcuit,27,31/07/1991,178,Napoli,78
Nolito,32,15/10/1986,175,Sevilla FC,78
S. Rode,28,11/10/1990,179,Eintracht Frankfurt,78
A. Marchesín,31,16/03/1988,188,FC Porto,78
G. Ramírez,28,02/12/1990,183,Sampdoria,78
M. Rojo,29,20/03/1990,187,Manchester United,78
Naldo,30,25/08/1988,188,RCD Espanyol,78
J. Gouweleeuw,27,10/07/1991,188,FC Augsburg,78
G. Defrel,28,17/06/1991,179,Roma,78
Álvaro,29,08/01/1990,183,Olympique de Marseille,78
A. Carrillo,28,14/06/1991,181,Al Hilal,78
S. García,28,14/09/1990,181,Godoy Cruz,78
Djaniny,28,21/03/1991,190,Al Ahli,78
Z. Feddal,29,23/12/1989,192,Real Betis,78
L. Pavoletti,30,26/11/1988,188,Cagliari,78
R. Olsen,29,08/01/1990,196,Roma,78
G. Pizarro,29,26/02/1990,185,Tigres U.A.N.L.,78
M. de Roon,28,29/03/1991,185,Atalanta,78
H. Sakai,29,12/04/1990,183,Olympique de Marseille,78
G. Kanga,28,01/09/1990,167,Sparta Praha,78
F. Fabra,28,22/02/1991,174,Boca Juniors,78
G. Cano,31,02/01/1988,176,Independiente Medellín,78
C. Izquierdoz,30,03/11/1988,185,Boca Juniors,78
A. Donatti,32,24/10/1986,192,Racing Club,78
I. Fernández,29,12/01/1990,182,River Plate,78
N. Domínguez,29,09/04/1990,184,Racing Club,78
Marcelo Goiano,31,13/10/1987,176,Sivasspor,78
J. Seri,27,19/07/1991,171,Galatasaray SK,78
R. Battaglia,27,12/07/1991,187,Sporting CP,78
G. Arias,31,13/09/1987,187,Racing Club,78
O. Al Soma,30,23/03/1989,190,Al Ahli,78
M. Campaña,30,29/05/1989,185,Independiente,78
Ronaldo Esler,31,29/02/1988,168,Atlético Mineiro,78
Claudio Coíntra,35,29/02/1984,174,Internacional,78
Everticinho,31,29/02/1988,176,Grêmio,78
Sidney Pessinho,27,29/02/1992,187,Internacional,78
Júnior Moraes,32,04/04/1987,176,Shakhtar Donetsk,78
E. Guichón,31,29/02/1988,168,Uruguay,78
G. Quintana,35,29/02/1984,177,Uruguay,78
F. Contedo,35,29/02/1984,174,Uruguay,78
D. Upamecano,20,27/10/1998,185,RB Leipzig,77
