Territorio,Sesso,Classe di età,Titolo di studio,TIME,Value
Puglia,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,352.617
Puglia,femmine,25-64 anni,laurea e post-laurea,2018,187.144
Puglia,femmine,25-64 anni,laurea e post-laurea,2019,191.829
Puglia,femmine,25-64 anni,totale,2018,1112.013
Puglia,femmine,25-64 anni,totale,2019,1103.392
Puglia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,231.577
Puglia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,217.558
Puglia,totale,25-64 anni,licenza di scuola media,2018,863.157
Puglia,totale,25-64 anni,licenza di scuola media,2019,844.833
Puglia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,52.855
Puglia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,54.919
Puglia,totale,25-64 anni,diploma 4-5 anni (maturità),2018,715.039
Puglia,totale,25-64 anni,diploma 4-5 anni (maturità),2019,722.709
Puglia,totale,25-64 anni,laurea e post-laurea,2018,323.393
Puglia,totale,25-64 anni,laurea e post-laurea,2019,330.022
Puglia,totale,25-64 anni,totale,2018,2186.021
Puglia,totale,25-64 anni,totale,2019,2170.04
Basilicata,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,8.521
Basilicata,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,8.19
Basilicata,maschi,25-64 anni,licenza di scuola media,2018,52.925
Basilicata,maschi,25-64 anni,licenza di scuola media,2019,51.786
Basilicata,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,8.272
Basilicata,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,7.348
Basilicata,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,64.663
Basilicata,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,63.848
Basilicata,maschi,25-64 anni,laurea e post-laurea,2018,20.163
Basilicata,maschi,25-64 anni,laurea e post-laurea,2019,21.498
Basilicata,maschi,25-64 anni,totale,2018,154.543
Basilicata,maschi,25-64 anni,totale,2019,152.671
Basilicata,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,11.324
Basilicata,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,9.895
Basilicata,femmine,25-64 anni,licenza di scuola media,2018,47.026
Basilicata,femmine,25-64 anni,licenza di scuola media,2019,45.262
Basilicata,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,6.536
Basilicata,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,6.463
Basilicata,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,61.297
Basilicata,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,61.944
Basilicata,femmine,25-64 anni,laurea e post-laurea,2018,29.071
Basilicata,femmine,25-64 anni,laurea e post-laurea,2019,30.009
Basilicata,femmine,25-64 anni,totale,2018,155.255
Basilicata,femmine,25-64 anni,totale,2019,153.573
Basilicata,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,19.844
Basilicata,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,18.085
Basilicata,totale,25-64 anni,licenza di scuola media,2018,99.952
Basilicata,totale,25-64 anni,licenza di scuola media,2019,97.048
Basilicata,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,14.808
Basilicata,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,13.812
Basilicata,totale,25-64 anni,diploma 4-5 anni (maturità),2018,125.96
Basilicata,totale,25-64 anni,diploma 4-5 anni (maturità),2019,125.791
Basilicata,totale,25-64 anni,laurea e post-laurea,2018,49.234
Basilicata,totale,25-64 anni,laurea e post-laurea,2019,51.508
Basilicata,totale,25-64 anni,totale,2018,309.799
Basilicata,totale,25-64 anni,totale,2019,306.244
Calabria,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,53.476
Calabria,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,48.802
Calabria,maschi,25-64 anni,licenza di scuola media,2018,191.832
Calabria,maschi,25-64 anni,licenza di scuola media,2019,191.059
Calabria,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,15.385
Calabria,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,13.239
Calabria,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,200.46
Calabria,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,201.029
Calabria,maschi,25-64 anni,laurea e post-laurea,2018,65.289
Calabria,maschi,25-64 anni,laurea e post-laurea,2019,67.908
Calabria,maschi,25-64 anni,totale,2018,526.442
Calabria,maschi,25-64 anni,totale,2019,522.037
Calabria,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,61.079
Calabria,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,62.686
Calabria,femmine,25-64 anni,licenza di scuola media,2018,185.018
Calabria,femmine,25-64 anni,licenza di scuola media,2019,178.514
Calabria,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,12.08
Calabria,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,10.906
Calabria,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,185.593
Calabria,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,182.589
Calabria,femmine,25-64 anni,laurea e post-laurea,2018,95.626
Calabria,femmine,25-64 anni,laurea e post-laurea,2019,100.381
Calabria,femmine,25-64 anni,totale,2018,539.395
Calabria,femmine,25-64 anni,totale,2019,535.076
Calabria,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,114.555
Calabria,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,111.488
Calabria,totale,25-64 anni,licenza di scuola media,2018,376.85
Calabria,totale,25-64 anni,licenza di scuola media,2019,369.573
Calabria,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,27.465
Calabria,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,24.145
Calabria,totale,25-64 anni,diploma 4-5 anni (maturità),2018,386.053
Calabria,totale,25-64 anni,diploma 4-5 anni (maturità),2019,383.618
Calabria,totale,25-64 anni,laurea e post-laurea,2018,160.914
Calabria,totale,25-64 anni,laurea e post-laurea,2019,168.289
Calabria,totale,25-64 anni,totale,2018,1065.837
Calabria,totale,25-64 anni,totale,2019,1057.113
Sicilia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,117.821
Sicilia,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,118.932
Sicilia,maschi,25-64 anni,licenza di scuola media,2018,550.019
Sicilia,maschi,25-64 anni,licenza di scuola media,2019,539.359
Sicilia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,32.312
Sicilia,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,31.755
Sicilia,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,466.871
Sicilia,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,466.113
Sicilia,maschi,25-64 anni,laurea e post-laurea,2018,162.863
Sicilia,maschi,25-64 anni,laurea e post-laurea,2019,163.471
Sicilia,maschi,25-64 anni,totale,2018,1329.886
Sicilia,maschi,25-64 anni,totale,2019,1319.631
Sicilia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,153.486
Sicilia,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,145.392
Sicilia,femmine,25-64 anni,licenza di scuola media,2018,506.78
Sicilia,femmine,25-64 anni,licenza di scuola media,2019,502.858
Sicilia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,26.685
Sicilia,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,23.78
Sicilia,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,476.836
Sicilia,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,479.978
Sicilia,femmine,25-64 anni,laurea e post-laurea,2018,216.106
Sicilia,femmine,25-64 anni,laurea e post-laurea,2019,217.572
Sicilia,femmine,25-64 anni,totale,2018,1379.894
Sicilia,femmine,25-64 anni,totale,2019,1369.58
Sicilia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,271.307
Sicilia,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,264.324
Sicilia,totale,25-64 anni,licenza di scuola media,2018,1056.799
Sicilia,totale,25-64 anni,licenza di scuola media,2019,1042.217
Sicilia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,58.998
Sicilia,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,55.535
Sicilia,totale,25-64 anni,diploma 4-5 anni (maturità),2018,943.707
Sicilia,totale,25-64 anni,diploma 4-5 anni (maturità),2019,946.092
Sicilia,totale,25-64 anni,laurea e post-laurea,2018,378.969
Sicilia,totale,25-64 anni,laurea e post-laurea,2019,381.043
Sicilia,totale,25-64 anni,totale,2018,2709.78
Sicilia,totale,25-64 anni,totale,2019,2689.211
Sardegna,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,28.255
Sardegna,maschi,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,27.332
Sardegna,maschi,25-64 anni,licenza di scuola media,2018,221.539
Sardegna,maschi,25-64 anni,licenza di scuola media,2019,211.669
Sardegna,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,14.067
Sardegna,maschi,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,13.243
Sardegna,maschi,25-64 anni,diploma 4-5 anni (maturità),2018,141.337
Sardegna,maschi,25-64 anni,diploma 4-5 anni (maturità),2019,141.46
Sardegna,maschi,25-64 anni,laurea e post-laurea,2018,58.905
Sardegna,maschi,25-64 anni,laurea e post-laurea,2019,64.771
Sardegna,maschi,25-64 anni,totale,2018,464.103
Sardegna,maschi,25-64 anni,totale,2019,458.476
Sardegna,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,27.59
Sardegna,femmine,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,21.726
Sardegna,femmine,25-64 anni,licenza di scuola media,2018,178.307
Sardegna,femmine,25-64 anni,licenza di scuola media,2019,166.003
Sardegna,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,8.617
Sardegna,femmine,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,8.428
Sardegna,femmine,25-64 anni,diploma 4-5 anni (maturità),2018,158.177
Sardegna,femmine,25-64 anni,diploma 4-5 anni (maturità),2019,166.972
Sardegna,femmine,25-64 anni,laurea e post-laurea,2018,90.027
Sardegna,femmine,25-64 anni,laurea e post-laurea,2019,94.614
Sardegna,femmine,25-64 anni,totale,2018,462.718
Sardegna,femmine,25-64 anni,totale,2019,457.743
Sardegna,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2018,55.846
Sardegna,totale,25-64 anni,"licenza di scuola elementare, nessun titolo di studio",2019,49.058
Sardegna,totale,25-64 anni,licenza di scuola media,2018,399.846
Sardegna,totale,25-64 anni,licenza di scuola media,2019,377.672
Sardegna,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2018,22.684
Sardegna,totale,25-64 anni,diploma 2-3 anni (qualifica professionale),2019,21.671
Sardegna,totale,25-64 anni,diploma 4-5 anni (maturità),2018,299.514
Sardegna,totale,25-64 anni,diploma 4-5 anni (maturità),2019,308.432
Sardegna,totale,25-64 anni,laurea e post-laurea,2018,148.932
Sardegna,totale,25-64 anni,laurea e post-laurea,2019,159.386
Sardegna,totale,25-64 anni,totale,2018,926.821
Sardegna,totale,25-64 anni,totale,2019,916.218
